HHFAMINC_IMP,HOMETYPE,URBRUR_2010,CDIVMSAR,CENSUS_R,DRVRCNT,HHSIZE,HHVEHCNT,HH_HISP,HH_RACE,HOMEOWN,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,WRKCOUNT,ANNMILES_mean_nonnegative,COMMERCIALFREQ_mean_nonnegative,VEHAGE_mean,EDUC_amin,FRSTHM_amin,OUTOFTWN_amin,EDUC_amax,DELIVER_sum_nonnegative,DELIV_FOOD_sum_nonnegative,DELIV_GOOD_sum_nonnegative,DELIV_GROC_sum_nonnegative,DELIV_PERS_sum_nonnegative,EMPLOYMENT2_mean_nonnegative,ESCOOTERUSED_mean_nonnegative,GCDWORK_mean_nonnegative,MCTRANSIT_mean_nonnegative,MEDCOND6_mean_nonnegative,PTUSED_mean_nonnegative,RIDESHARE22_mean_nonnegative,R_AGE_mean_nonnegative,TAXISERVICE_mean_nonnegative,WALKTRANSIT_mean_nonnegative,WKFMHM22_mean_nonnegative,CONDNIGH_min_nonnegative,CONDNONE_min_nonnegative,CONDPUB_min_nonnegative,CONDRF_min_nonnegative,CONDRIDE_min_nonnegative,CONDRIVE_min_nonnegative,CONDSHARE_min_nonnegative,CONDSPEC_min_nonnegative,CONDTRAV_min_nonnegative,COV1_OHD_min_nonnegative,COV1_PT_min_nonnegative,COV1_SCH_min_nonnegative,COV1_WK_min_nonnegative,COV2_OHD_min_nonnegative,COV2_PT_min_nonnegative,COV2_SCH_min_nonnegative,COV2_WK_min_nonnegative,DRIVER_min_nonnegative,DRIVINGOCCUPATION_min_nonnegative,EMPPASS_min_nonnegative,LAST30_BIKE_min_nonnegative,LAST30_BKSHR_min_nonnegative,LAST30_ESCT_min_nonnegative,LAST30_MTRC_min_nonnegative,LAST30_PT_min_nonnegative,LAST30_RDSHR_min_nonnegative,LAST30_TAXI_min_nonnegative,LAST30_WALK_min_nonnegative,MEDCOND_min_nonnegative,PARK_min_nonnegative,PAYPROF_min_nonnegative,QACSLAN1_min_nonnegative,QACSLAN3_min_nonnegative,R_HISP_min_nonnegative,R_RELAT_min_nonnegative,TRNPASS_min_nonnegative,USAGE1_min_nonnegative,USAGE2_1_min_nonnegative,USAGE2_10_min_nonnegative,USAGE2_2_min_nonnegative,USAGE2_3_min_nonnegative,USAGE2_4_min_nonnegative,USAGE2_5_min_nonnegative,USAGE2_6_min_nonnegative,USAGE2_7_min_nonnegative,USAGE2_8_min_nonnegative,USAGE2_9_min_nonnegative,USEPUBTR_min_nonnegative,W_CANE_min_nonnegative,W_CHAIR_min_nonnegative,W_NONE_min_nonnegative,W_SCCH_min_nonnegative,W_VISIMP_min_nonnegative,W_WKCR_min_nonnegative,DRIVINGVEHICLE_-1_PROP,DRIVINGVEHICLE_1_PROP,DRIVINGVEHICLE_2_PROP,DRIVINGVEHICLE_3_PROP,PRMACT_-1_PROP,PRMACT_1_PROP,PRMACT_2_PROP,PRMACT_3_PROP,PRMACT_4_PROP,PRMACT_5_PROP,PRMACT_97_PROP,R_RACE_IMP_1_PROP,R_RACE_IMP_2_PROP,R_RACE_IMP_3_PROP,R_RACE_IMP_4_PROP,R_RACE_IMP_5_PROP,R_RACE_IMP_6_PROP,R_RACE_IMP_97_PROP,R_SEX_IMP_1_PROP,R_SEX_IMP_2_PROP,WORKER_1_PROP,WORKER_2_PROP,WRKLOC_-1_PROP,WRKLOC_1_PROP,WRKLOC_2_PROP,WRKLOC_3_PROP,WRKLOC_4_PROP,RETIRE,SINGLE
1,2,1,52,3,1,1,1,2,1,1,2,4,2,1,2,1,0,127000.0,0.0,17.0,3,1,2,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,3,0,0,1,0,0,2,0,2,2,2,2,2,2,0,0,2,2,0,2,7,0,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
1,1,1,31,2,1,1,1,2,1,2,1,5,1,1,4,1,0,150.0,0.0,22.0,2,1,2,2,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,7,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
9,1,1,52,3,2,2,2,2,1,2,2,5,2,1,5,1,2,12000.0,0.0,4.0,3,1,2,5,6,0,3,3,0,38.0,0.0,6.80425141784844,0.0,0.0,0.0,0.0,70.0,0.0,0.0,2.5,0,0,0,0,0,0,0,0,0,1,4,0,2,2,0,0,0,1,1,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,1,0,1,2,2,2,2,2,2,2,2,1,1,2,0,0,0,0,0,0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False
8,1,1,72,3,2,2,2,2,1,2,2,5,2,1,5,1,2,3300.0,0.0,5.0,4,1,2,7,25,3,22,0,0,28.0,0.0,18.2140010048261,0.0,0.0,0.0,1.0,63.0,0.0,3.0,2.5,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,1,2,0,2,0,2,2,2,1,2,1,2,2,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,True,False
8,1,1,72,3,2,2,2,2,1,1,2,5,2,1,5,1,2,13591.0,15.0,8.5,4,1,2,6,12,0,12,0,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,1,4,0,4,2,0,0,0,1,1,0,2,0,2,2,2,2,2,2,2,2,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,True,False
6,1,1,53,3,2,2,2,2,1,2,3,2,2,4,6,2,0,11000.0,0.0,9.0,3,1,2,5,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,3,0,0,3,3,0,0,1,0,0,2,0,2,2,2,2,2,2,0,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
2,3,1,13,1,1,1,0,2,97,3,3,1,2,1,1,1,0,0.0,0.0,0.0,3,1,2,3,3,0,3,0,0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,68.0,0.0,0.0,0.0,2,2,1,2,1,2,2,2,1,2,3,0,0,0,2,0,0,1,0,0,2,0,2,2,1,2,2,2,1,0,2,2,0,2,7,1,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
6,1,1,51,3,1,1,1,2,2,3,1,5,1,1,4,1,0,6000.0,0.0,11.0,6,1,2,6,15,0,12,3,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,3,0,0,1,0,0,2,0,2,2,2,1,2,2,2,0,2,2,0,2,7,0,1,1,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
10,1,1,92,4,2,2,2,2,6,1,2,4,2,1,5,1,1,9000.0,0.0,2.5,4,1,2,4,15,0,13,0,2,40.0,0.0,15.4504314081779,0.0,0.0,0.0,0.0,70.0,0.0,10.0,3.0,0,0,0,0,0,0,0,0,0,1,3,0,3,2,2,0,2,1,2,0,2,0,2,2,2,2,2,1,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,True,False
8,1,2,13,1,2,2,2,2,2,1,3,1,2,4,6,2,2,8800.0,0.0,11.0,7,1,2,8,10,0,10,0,0,45.0,0.0,10.164262991602424,0.0,0.0,0.0,0.0,58.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4,0,2,3,0,0,3,1,2,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False
7,1,2,93,4,2,2,4,2,1,2,3,3,2,4,6,2,1,5201.5,0.0,18.75,5,1,2,5,5,0,5,0,0,35.0,0.0,9.73745285903138,0.0,0.0,0.0,0.0,67.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4,4,1,2,0,0,2,1,2,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,1,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,True,False
8,1,2,33,2,2,2,3,2,1,1,3,3,2,1,3,1,1,14366.666666666666,0.0,6.333333333333333,6,1,2,8,30,0,30,0,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,2,0,2,1,2,0,2,0,2,2,2,2,2,2,2,0,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,False,False
6,1,2,53,3,2,2,2,2,1,1,3,2,2,4,6,2,0,8000.0,0.0,8.0,4,1,2,6,2,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
7,1,1,93,4,2,3,2,2,1,1,3,3,1,1,1,1,0,5600.0,0.0,7.5,4,1,2,6,14,0,14,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,83.0,0.0,15.0,0.0,1,2,2,2,1,2,2,2,1,1,2,0,0,2,0,0,0,1,0,0,2,0,2,2,2,2,2,1,1,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
4,1,2,73,3,2,2,2,2,1,2,3,1,2,4,6,2,0,10000.0,0.0,5.5,2,1,2,3,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
6,1,1,53,3,2,2,2,2,1,2,3,2,2,1,2,1,0,111000.0,0.0,12.5,6,1,2,7,3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,0,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
6,1,2,82,4,1,1,1,2,1,2,2,5,2,4,6,2,0,20000.0,0.0,17.0,5,1,2,5,8,0,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,1,2,2,2,2,0,2,7,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
1,1,1,92,4,1,1,0,2,3,1,2,4,2,1,3,1,0,0.0,0.0,0.0,7,1,2,7,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,0,0,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
3,1,2,63,3,2,2,1,2,1,1,3,1,2,4,6,2,0,120.0,0.0,20.0,3,1,2,3,4,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,1,1,2,1,0,1,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
11,1,2,53,3,2,2,3,2,1,1,3,2,2,4,6,2,1,6833.333333333333,10.0,6.0,4,1,2,5,15,0,15,0,0,50.0,0.0,3.39955702091234,0.0,0.0,0.0,0.0,65.0,0.0,10.0,3.0,0,0,0,0,0,0,0,0,0,2,4,0,3,0,0,0,3,1,2,0,1,2,2,2,2,2,2,1,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,True,False
5,1,1,92,4,1,1,2,2,3,2,2,4,2,1,3,1,0,215.0,0.0,25.5,5,1,2,5,12,0,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,0,2,2,0,2,7,0,1,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
6,1,2,32,2,2,2,1,2,1,1,2,4,2,4,6,2,0,10000.0,0.0,8.0,6,1,2,6,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
6,1,2,23,1,2,2,2,2,1,2,3,3,2,4,6,2,0,4750.0,0.0,1.5,4,1,2,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,0,2,0,2,2,2,2,2,2,2,0,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
5,1,2,43,2,2,2,3,2,1,1,3,1,2,4,6,2,1,4766.666666666667,0.0,29.0,3,1,2,6,0,0,0,0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2,3,0,2,0,1,0,0,1,1,0,1,2,2,2,2,2,2,2,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,True,False
2,1,2,33,2,2,2,2,2,97,1,3,1,2,4,6,2,0,13000.0,0.0,9.0,4,1,2,5,16,0,16,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,70.5,0.0,0.0,0.0,1,2,2,2,2,2,2,2,2,1,3,0,0,2,2,0,0,1,0,0,2,0,2,2,2,2,2,2,1,2,2,2,0,2,1,0,1,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
8,1,2,23,1,2,2,2,2,1,2,3,1,2,4,6,2,0,9500.0,0.0,7.0,3,1,2,4,30,0,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.5,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,0,2,0,2,2,2,2,2,1,2,2,2,2,0,2,1,0,1,1,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
6,1,2,21,1,1,1,1,2,1,2,1,5,1,4,6,2,0,9000.0,0.0,5.0,7,1,2,7,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
11,1,2,52,3,1,1,1,2,1,1,2,4,2,4,6,2,1,6000.0,0.0,6.0,8,1,2,8,25,5,10,7,3,60.0,0.0,49.204313771782,0.0,1.0,0.0,0.0,57.0,0.0,0.0,3.0,2,2,2,2,2,2,2,2,1,1,2,0,3,2,0,0,1,1,2,0,2,0,2,2,2,2,2,2,1,0,1,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True
6,1,2,34,2,2,2,2,2,1,2,4,6,2,4,6,2,0,3125.0,0.0,12.0,5,1,2,6,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,73.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,2,2,2,1,2,2,2,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
6,1,2,92,4,2,2,2,2,1,2,2,4,2,4,6,2,1,16500.0,30.0,4.0,4,1,2,6,11,0,11,0,0,56.0,0.0,20.642618156152,0.0,0.0,0.0,0.0,63.5,0.0,3.5,1.0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,1,2,0,2,0,2,2,2,2,2,1,2,2,1,2,0,2,1,0,1,2,2,2,2,2,2,1,2,1,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,False,False
10,1,2,23,1,2,2,4,2,1,1,3,2,2,4,6,2,2,4125.0,0.0,14.75,4,1,2,7,7,0,6,0,4,40.0,0.0,12.38755500820167,0.0,0.0,0.0,0.0,64.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,1,4,0,3,2,0,0,2,1,1,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False
7,1,2,32,2,2,2,3,2,1,2,2,4,2,4,6,2,0,5333.333333333333,0.0,21.666666666666668,3,1,2,3,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,71.0,0.0,0.0,0.0,2,2,2,2,2,2,2,2,1,2,3,0,0,0,1,0,0,1,0,0,2,0,2,2,2,2,2,2,1,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
4,1,2,33,2,2,2,3,2,1,2,3,1,2,4,6,2,2,7500.0,0.0,10.666666666666666,3,1,2,5,9,0,9,0,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,4.0,0,0,0,0,0,0,0,0,0,1,4,0,2,3,0,0,0,1,2,0,2,0,2,2,2,2,2,1,2,2,1,2,0,2,1,0,1,2,2,2,2,2,2,1,1,1,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,False,False
9,1,2,34,2,2,2,3,2,1,1,4,6,2,4,6,2,2,6233.333333333333,0.0,14.0,4,1,2,4,10,0,10,0,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,62.5,0.0,0.0,2.5,0,0,0,0,0,0,0,0,0,1,4,0,2,2,0,0,2,1,1,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,1,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.5,0.5,True,False
7,1,2,43,2,2,2,2,2,1,2,3,1,2,4,6,2,2,11500.0,0.0,1.0,3,1,2,4,6,0,6,0,0,40.0,0.0,18.358141795355,0.0,0.0,0.0,0.0,62.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,1,1,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False
2,1,2,84,4,2,2,3,2,1,1,4,6,2,4,6,2,1,4666.666666666667,4.0,21.333333333333332,2,1,2,5,5,0,5,0,0,30.0,0.0,0.0,10.0,2.0,0.0,0.0,68.5,0.0,0.0,4.0,2,2,2,2,2,2,2,2,1,1,4,0,3,2,0,0,3,1,1,0,2,0,2,1,2,2,2,2,1,0,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,2,2,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,True,False
