HHFAMINC_IMP,HOMETYPE,URBRUR_2010,CDIVMSAR,CENSUS_R,DRVRCNT,HHSIZE,HHVEHCNT,HH_HISP,HH_RACE,HOMEOWN,MSACAT,MSASIZE,RAIL,URBAN,URBANSIZE,URBRUR,WRKCOUNT,ANNMILES_mean_nonnegative,COMMERCIALFREQ_mean_nonnegative,VEHAGE_mean,EDUC_amin,FRSTHM_amin,OUTOFTWN_amin,EDUC_amax,DELIVER_sum_nonnegative,DELIV_FOOD_sum_nonnegative,DELIV_GOOD_sum_nonnegative,DELIV_GROC_sum_nonnegative,DELIV_PERS_sum_nonnegative,EMPLOYMENT2_mean_nonnegative,ESCOOTERUSED_mean_nonnegative,GCDWORK_mean_nonnegative,MCTRANSIT_mean_nonnegative,MEDCOND6_mean_nonnegative,PTUSED_mean_nonnegative,RIDESHARE22_mean_nonnegative,R_AGE_mean_nonnegative,TAXISERVICE_mean_nonnegative,WALKTRANSIT_mean_nonnegative,WKFMHM22_mean_nonnegative,CONDNIGH_min_nonnegative,CONDNONE_min_nonnegative,CONDPUB_min_nonnegative,CONDRF_min_nonnegative,CONDRIDE_min_nonnegative,CONDRIVE_min_nonnegative,CONDSHARE_min_nonnegative,CONDSPEC_min_nonnegative,CONDTRAV_min_nonnegative,COV1_OHD_min_nonnegative,COV1_PT_min_nonnegative,COV1_SCH_min_nonnegative,COV1_WK_min_nonnegative,COV2_OHD_min_nonnegative,COV2_PT_min_nonnegative,COV2_SCH_min_nonnegative,COV2_WK_min_nonnegative,DRIVER_min_nonnegative,DRIVINGOCCUPATION_min_nonnegative,EMPPASS_min_nonnegative,LAST30_BIKE_min_nonnegative,LAST30_BKSHR_min_nonnegative,LAST30_ESCT_min_nonnegative,LAST30_MTRC_min_nonnegative,LAST30_PT_min_nonnegative,LAST30_RDSHR_min_nonnegative,LAST30_TAXI_min_nonnegative,LAST30_WALK_min_nonnegative,MEDCOND_min_nonnegative,PARK_min_nonnegative,PAYPROF_min_nonnegative,QACSLAN1_min_nonnegative,QACSLAN3_min_nonnegative,R_HISP_min_nonnegative,R_RELAT_min_nonnegative,TRNPASS_min_nonnegative,USAGE1_min_nonnegative,USAGE2_1_min_nonnegative,USAGE2_10_min_nonnegative,USAGE2_2_min_nonnegative,USAGE2_3_min_nonnegative,USAGE2_4_min_nonnegative,USAGE2_5_min_nonnegative,USAGE2_6_min_nonnegative,USAGE2_7_min_nonnegative,USAGE2_8_min_nonnegative,USAGE2_9_min_nonnegative,USEPUBTR_min_nonnegative,W_CANE_min_nonnegative,W_CHAIR_min_nonnegative,W_NONE_min_nonnegative,W_SCCH_min_nonnegative,W_VISIMP_min_nonnegative,W_WKCR_min_nonnegative,DRIVINGVEHICLE_-1_PROP,DRIVINGVEHICLE_1_PROP,DRIVINGVEHICLE_2_PROP,DRIVINGVEHICLE_3_PROP,PRMACT_-1_PROP,PRMACT_1_PROP,PRMACT_2_PROP,PRMACT_3_PROP,PRMACT_4_PROP,PRMACT_5_PROP,PRMACT_97_PROP,R_RACE_IMP_1_PROP,R_RACE_IMP_2_PROP,R_RACE_IMP_3_PROP,R_RACE_IMP_4_PROP,R_RACE_IMP_5_PROP,R_RACE_IMP_6_PROP,R_RACE_IMP_97_PROP,R_SEX_IMP_1_PROP,R_SEX_IMP_2_PROP,WORKER_1_PROP,WORKER_2_PROP,WRKLOC_-1_PROP,WRKLOC_1_PROP,WRKLOC_2_PROP,WRKLOC_3_PROP,WRKLOC_4_PROP,RETIRE,SINGLE
6,1,2,23,1,2,2,3,2,1,1,3,1,2,4,6,2,0,670.0,0.0,16.333333333333332,3,1,2,4,16,0,16,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,68.5,0.0,0.0,0.0,2,2,2,2,2,2,2,2,1,1,4,0,0,2,0,0,0,1,0,0,2,0,2,2,2,2,2,2,1,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
11,1,1,22,1,2,2,3,2,1,2,2,4,2,1,3,1,2,8695.0,0.0,14.666666666666666,5,1,2,6,35,0,35,0,0,32.5,0.0,3.670615399783955,0.0,0.0,0.0,1.0,62.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,1,2,0,2,0,2,2,2,1,2,2,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,False
8,1,1,21,1,2,2,2,2,1,2,1,5,1,1,4,1,2,10159.0,0.0,1.5,4,1,2,7,2,0,2,0,0,30.0,0.0,10.635686264452689,0.0,0.0,0.0,0.0,66.0,0.0,2.0,1.5,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,1,2,0,1,2,2,2,2,2,2,1,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,True,False
9,1,1,52,3,1,1,1,2,1,2,2,4,2,1,5,1,0,7500.0,0.0,6.0,8,1,2,8,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,1,2,2,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
5,3,1,92,4,1,1,1,2,1,3,2,4,2,1,5,1,0,3500.0,0.0,17.0,6,1,2,6,5,1,4,0,0,0.0,0.0,0.0,0.0,0.0,20.0,4.0,56.0,0.0,15.0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,1,0,0,1,2,2,2,1,1,2,1,2,2,2,2,0,2,7,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
6,1,2,53,3,2,2,2,2,1,1,3,3,2,4,6,2,1,7000.0,0.0,6.5,3,1,2,3,6,0,6,0,0,40.0,0.0,19.2477667038601,0.0,0.0,0.0,0.0,67.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4,0,3,3,0,0,2,1,2,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,1,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,True,False
11,1,1,72,3,2,2,2,2,1,2,2,5,2,1,5,1,1,10000.0,0.0,9.5,6,1,2,8,4,0,4,0,0,40.0,0.0,0.0,0.0,0.0,1.5,0.0,68.0,0.0,0.0,4.0,0,0,0,0,0,0,0,0,0,1,2,0,3,2,2,0,2,1,2,0,2,0,2,2,1,2,2,2,2,2,1,2,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,True,False
7,1,2,63,3,2,2,1,2,1,1,3,1,2,4,6,2,2,20000.0,0.0,5.0,3,2,2,7,11,0,11,0,0,20.0,0.0,4.639284240784936,0.0,0.0,0.0,0.0,59.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,4,0,2,2,0,0,0,1,1,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,False,False
6,1,1,53,3,2,2,3,1,1,1,3,3,2,1,2,1,0,2333.3333333333335,0.0,14.666666666666666,4,1,2,6,5,0,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
9,1,2,33,2,2,2,2,2,1,1,3,1,2,4,6,2,2,29500.0,0.0,1.5,6,1,2,7,11,1,10,0,0,40.0,0.0,6.449329430755375,0.0,0.0,0.0,0.0,62.0,0.0,1.0,1.5,0,0,0,0,0,0,0,0,0,1,4,0,2,2,0,0,2,1,2,0,1,2,2,2,2,2,2,1,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.0,False,False
5,3,1,53,3,1,1,1,2,1,3,3,1,2,2,6,1,0,9000.0,0.0,1.0,4,1,2,4,2,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,7.0,0.0,0,0,0,0,0,0,0,0,0,1,4,0,0,2,0,0,0,1,0,0,2,0,2,2,2,2,2,1,2,2,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
8,1,1,51,3,2,2,2,2,1,2,1,5,1,1,1,1,1,175000.0,0.0,18.0,5,1,2,5,5,0,5,0,0,40.0,0.0,8.94849480822401,0.0,0.0,0.0,0.0,57.5,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,5,5,0,4,0,0,0,0,1,2,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,1,0,1,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,True,False
6,1,1,93,4,2,2,2,2,1,2,3,1,2,1,1,1,0,6000.0,0.0,22.0,3,1,2,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,0,2,2,0,2,1,0,1,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
4,2,1,92,4,1,1,1,2,2,1,2,4,2,1,5,1,1,20000.0,0.0,9.0,4,1,2,4,0,0,0,0,0,20.0,0.0,9.23535237379469,0.0,0.0,0.0,0.0,58.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,3,4,0,3,3,0,0,1,1,1,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,7,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,False,True
6,1,1,21,1,1,1,2,2,1,2,1,5,1,1,4,1,0,3850.0,0.0,4.0,4,1,2,4,2,1,1,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,0,0,0,1,0,0,1,2,2,1,2,2,2,2,2,0,2,2,0,2,7,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
8,1,1,22,1,1,1,1,2,1,1,2,4,2,1,3,1,1,5000.0,0.0,3.0,6,1,2,6,10,0,10,0,0,40.0,0.0,7.37400242000883,0.0,0.0,0.0,0.0,60.0,0.0,20.0,3.0,0,0,0,0,0,0,0,0,0,1,4,0,3,2,0,0,2,1,2,0,2,0,2,2,2,2,2,1,2,2,1,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True
4,3,2,43,2,1,1,1,2,1,3,3,1,2,4,6,2,1,2500.0,0.0,18.0,3,1,2,3,1,0,1,0,0,35.0,0.0,0.454757264836821,0.0,0.0,0.0,0.0,60.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,1,2,0,2,0,2,2,2,2,2,2,0,2,1,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True
6,1,1,11,1,2,2,2,2,1,2,1,5,1,1,1,1,0,165.0,0.0,10.0,3,1,2,3,13,0,20,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,67.5,0.0,1.0,0.0,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1,0,0,2,0,2,2,2,2,2,1,1,1,2,2,0,2,1,0,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
2,3,2,44,2,1,1,3,2,1,3,4,6,2,4,6,2,0,10666.666666666666,0.0,17.0,4,1,2,4,12,0,8,0,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,64.0,10.0,8.0,0.0,1,2,2,2,1,2,2,1,1,1,3,0,0,2,2,0,0,1,0,0,2,0,2,2,2,2,1,1,1,0,2,2,0,2,7,0,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
6,1,1,72,3,2,2,2,2,1,1,2,5,2,1,5,1,1,1280.0,0.0,11.0,4,1,2,4,5,2,3,0,0,10.0,0.0,11.727885620345,0.0,0.0,0.0,0.0,72.5,2.0,0.0,1.0,2,1,2,2,2,2,2,2,2,1,3,0,3,3,3,0,2,1,2,0,2,0,2,2,1,2,1,2,2,2,1,2,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,True,False
5,3,1,32,2,1,1,1,2,1,3,2,4,2,1,5,1,1,4000.0,0.0,4.0,4,1,2,4,4,0,4,0,0,15.0,0.0,2.27761616063467,0.0,0.0,0.0,0.0,63.0,0.0,15.0,1.0,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,1,2,0,2,0,2,2,2,2,2,1,2,2,1,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True
7,1,1,33,2,2,2,3,2,1,1,3,1,2,1,1,1,2,8400.0,0.0,17.666666666666668,4,1,2,7,5,0,5,0,0,17.5,0.0,5.64244299848702,0.0,0.0,1.0,0.0,66.0,0.0,3.5,2.5,0,0,0,0,0,0,0,0,0,1,4,0,2,1,0,0,2,1,2,0,1,2,2,2,1,2,2,1,2,2,1,2,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,0.0,True,False
3,2,1,51,3,1,3,1,1,1,1,1,5,1,1,4,1,0,3000.0,0.0,7.0,4,1,2,6,1,0,1,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,76.33333333333333,0.0,0.0,0.0,2,2,2,2,2,1,2,2,1,4,3,0,0,0,3,0,0,1,0,0,2,0,2,2,2,2,2,2,1,0,2,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
7,1,2,51,3,2,3,2,2,2,1,1,5,1,4,6,2,1,11166.5,0.0,4.0,2,1,2,6,5,0,5,0,0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,72.66666666666667,0.0,0.0,4.0,2,2,2,2,2,1,2,2,2,1,3,0,3,3,1,0,2,1,2,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,3,0,1,2,1,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,True,False
5,1,1,32,2,2,2,2,2,1,2,2,4,2,1,3,1,0,8000.0,0.0,4.5,4,1,2,6,10,0,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.5,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
5,1,1,73,3,1,1,1,2,1,2,3,2,2,1,1,1,1,68000.0,0.0,7.0,4,1,2,4,0,0,0,0,0,40.0,0.0,6.1524615077092,0.0,0.0,0.0,0.0,64.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,2,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True
3,3,1,52,3,1,1,1,2,2,3,2,4,2,1,5,1,0,500.0,0.0,7.0,5,1,2,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,1,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
8,1,2,83,4,2,2,6,2,1,2,3,1,2,4,6,2,1,5750.0,1.5,2.5,6,1,1,6,9,0,9,0,0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,67.0,0.0,30.0,2.0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,1,1,0,1,2,2,1,2,1,2,1,2,2,1,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.0,True,False
2,3,1,22,1,0,1,0,2,2,3,2,4,2,1,3,1,0,0.0,0.0,0.0,4,1,2,4,1,0,3,0,0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,57.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,2,0,0,2,0,2,2,1,2,2,2,0,2,2,2,0,2,7,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
6,3,1,92,4,1,1,1,2,3,3,2,4,2,1,3,1,0,7000.0,0.0,15.0,5,1,2,5,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,57.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,2,0,2,2,2,1,2,2,2,2,2,1,1,2,7,0,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
2,1,1,33,2,1,1,1,2,1,1,3,3,2,1,3,1,0,10000.0,0.0,11.0,4,1,2,4,4,0,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,1,0,0,2,0,2,2,2,2,2,1,0,0,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,False,True
9,1,1,12,1,1,1,1,2,1,1,2,4,2,1,3,1,1,9000.0,0.0,4.0,7,1,2,7,4,0,4,0,0,45.0,0.0,8.50648593718348,0.0,0.0,0.0,0.0,59.0,0.0,0.0,3.0,0,0,0,0,0,0,0,0,0,1,4,0,3,2,0,0,2,1,2,0,2,0,2,2,2,2,2,2,2,2,1,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,False,True
6,1,1,22,1,1,1,2,2,1,2,2,4,2,1,3,1,0,8750.0,0.0,12.5,7,1,2,7,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,1,0,0,1,0,0,2,0,2,2,2,2,2,1,2,2,2,2,0,2,7,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,True
8,1,1,92,4,2,2,2,1,1,2,2,4,2,1,5,1,2,8000.0,0.0,6.5,4,1,2,6,3,0,3,0,0,9.0,0.0,0.0,0.0,2.0,0.0,0.0,66.0,0.0,20.0,3.0,2,2,2,2,2,2,2,2,1,2,4,0,2,0,0,0,2,1,1,0,1,2,2,2,2,2,2,1,1,2,1,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,2,1,2,2,2,0.5,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,0.5,0.0,True,False
10,1,1,52,3,1,2,3,2,1,1,2,4,2,1,5,1,0,3800.0,0.0,16.333333333333332,3,1,2,3,15,0,15,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,59.5,0.0,2.0,0.0,2,2,2,2,1,1,2,2,1,1,4,0,0,2,0,0,0,1,0,0,1,2,2,2,2,2,2,1,1,2,2,2,0,2,1,0,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,True,False
11,1,1,21,1,2,2,3,2,3,2,1,5,1,1,4,1,1,4000.0,0.0,6.666666666666667,6,1,2,7,3,0,3,0,0,40.0,0.0,4.7287495303862,0.0,0.0,0.5,1.0,62.0,1.0,1.5,2.0,0,0,0,0,0,0,0,0,0,1,3,0,3,1,1,0,1,1,2,0,2,0,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,True,False
